ID,FirstName,LastName,GivenName,BirthCity,BirthState,BirthCountry,BirthDate,Bats,Throws,Weight,Height,Debut
18239,Papa,Williams,Fred,Meridian,MS,USA,1913-07-17,R,R,200.0,73.0,1945-04-19
18240,Pop,Williams,Walter Merrill,Bowdoinham,ME,USA,1874-05-19,R,L,190.0,71.0,1898-09-14
18241,Randy,Williams,Randall Duane,Harlingen,TX,USA,1975-09-18,L,L,200.0,75.0,2004-09-11
18242,Reggie,Williams,Reginald Dewayne,Memphis,TN,USA,1960-08-29,R,R,185.0,71.0,1985-09-02
18243,Reggie,Williams,Reginald Bernard,Laurens,SC,USA,1966-05-05,B,R,180.0,73.0,1992-09-08
18244,Reggie,Willits,Reggie Gene,Chickasha,OK,USA,1981-05-30,B,R,185.0,71.0,2006-04-26
18245,Rip,Williams,Alva Mitchell,Carthage,IL,USA,1882-01-31,R,R,187.0,71.0,1911-04-12
18246,Rinaldo,Williams,Rinaldo Louis,Santa Cruz,CA,USA,1893-12-18,L,R,,,1914-10-08
18247,Rick,Williams,Richard Allen,Merced,CA,USA,1952-11-09,R,R,180.0,73.0,1978-06-12
18248,Ron,Willis,Ronald Earl,Willisville,TN,USA,1943-07-12,R,R,185.0,74.0,1966-09-20
18249,Scott,Williamson,Scott Ryan,Fort Polk,LA,USA,1976-02-17,R,R,195.0,72.0,1999-04-05
18250,Shad,Williams,Shad Clayton,Fresno,CA,USA,1971-03-10,R,R,185.0,72.0,1996-05-18
18251,Steamboat,Williams,Rees Gephardt,Cascade,MT,USA,1892-01-31,L,R,170.0,71.0,1914-07-12
18252,Stan,Williams,Stanley Wilson,Enfield,NH,USA,1936-09-14,R,R,230.0,77.0,1958-05-17
18253,Ted,Williams,Theodore Samuel,San Diego,CA,USA,1918-08-30,L,R,205.0,75.0,1939-04-20
18254,Tom,Williams,Thomas C.,Minersville,OH,USA,1870-08-19,,,,,1892-05-01
18255,Todd,Williams,Todd Michael,Syracuse,NY,USA,1971-02-13,R,R,185.0,75.0,1995-04-29
18256,Vic,Willis,Victor Gazaway,Cecil County,MD,USA,1876-04-12,R,R,185.0,74.0,1898-04-20
18257,Wash,Williams,Washington J.,Philadelphia,PA,USA,,,,180.0,71.0,1884-08-05
18258,Walt,Williams,Walter Allen,Brownwood,TX,USA,1943-12-19,R,R,165.0,66.0,1964-04-21
18259,Woody,Williams,Woodrow Wilson,Pamplin,VA,USA,1912-08-21,R,R,175.0,71.0,1938-09-05
18260,Woody,Williams,Gregory Scott,Houston,TX,USA,1966-08-19,R,R,180.0,72.0,1993-05-14
18261,Claude,Willoughby,Claude William,Buffalo,KS,USA,1898-11-14,R,R,165.0,69.0,1925-09-18
18262,Jim,Willoughby,James Arthur,Salinas,CA,USA,1949-01-31,R,R,185.0,74.0,1971-09-05
18263,,Wills,,,,,,,,,,1884-05-14
18264,Bump,Wills,Elliott Taylor,Washington,DC,USA,1952-07-27,B,R,172.0,69.0,1977-04-07
18265,Dave,Wills,Davis Bowles,Charlottesville,VA,USA,1877-01-26,L,L,,,1899-06-08
18266,Frank,Wills,Frank Lee,New Orleans,LA,USA,1958-10-26,R,R,200.0,74.0,1983-07-31
18267,Kid,Willson,Frank Hoxie,Bloomington,NE,USA,1895-11-03,L,L,190.0,73.0,1918-07-02
18268,Maury,Wills,Maurice Morning,Washington,DC,USA,1932-10-02,B,R,170.0,71.0,1959-06-06
18269,Ted,Wills,Theodore Carl,Fresno,CA,USA,1934-02-09,L,L,200.0,74.0,1959-05-24
18270,Paul,Wilmet,Paul Richard,Green Bay,WI,USA,1958-11-08,R,R,170.0,71.0,1989-07-25
18271,Walt,Wilmot,Walter Robert,Plover,WI,USA,1863-10-18,B,R,165.0,69.0,1888-04-20
18272,Terry,Wilshusen,Terry Wayne,Atascadero,CA,USA,1949-03-22,R,R,210.0,74.0,1973-04-07
18273,Whitey,Wilshere,Vernon Sprague,Poplar Ridge,NY,USA,1912-08-03,L,L,180.0,72.0,1934-06-24
18274,Alex,Wilson,William Alexander,Dhahran,Eastern Province,Saudi Arabia,1986-11-03,R,R,215.0,72.0,2013-04-11
18275,Art,Wilson,Arthur Earl,Macon,IL,USA,1885-12-11,R,R,170.0,68.0,1908-09-29
18276,Artie,Wilson,Arthur Lee,Jefferson County,AL,USA,1920-10-28,L,R,162.0,70.0,1951-04-18
18277,Archie,Wilson,Archibald Clifton,Los Angeles,CA,USA,1923-11-25,R,R,175.0,71.0,1951-09-18
18278,Bill,Wilson,William G.,Hannibal,MO,USA,1867-10-28,,R,190.0,69.0,1890-04-30
18279,Bill,Wilson,William Donald,Central City,NE,USA,1928-11-06,R,R,200.0,74.0,1950-09-24
18280,Bill,Wilson,William Harlan,Pomeroy,OH,USA,1942-09-21,R,R,195.0,74.0,1969-04-08
18281,Bob,Wilson,Robert,Dallas,TX,USA,1925-02-22,R,R,197.0,71.0,1958-05-17
18282,Bobby,Wilson,Robert Louis,Dunedin,FL,USA,1983-04-08,R,R,220.0,72.0,2008-04-28
18283,Brian,Wilson,Brian Patrick,Londonderry,NH,USA,1982-03-16,R,R,205.0,73.0,2006-04-23
18284,Chief,Wilson,John Owen,Austin,TX,USA,1883-08-21,L,R,185.0,74.0,1908-04-15
18285,Charlie,Wilson,Charles Woodrow,Clinton,SC,USA,1905-01-13,B,R,178.0,70.0,1931-04-14
18286,C. J.,Wilson,Christopher John,Newport Beach,CA,USA,1980-11-18,L,L,210.0,73.0,2005-06-10
18287,Craig,Wilson,Craig,Annapolis,MD,USA,1964-11-28,R,R,175.0,71.0,1989-09-06
18288,Craig,Wilson,Craig Franklin,Chicago,IL,USA,1970-09-03,R,R,185.0,72.0,1998-09-05
18289,Craig,Wilson,Craig Alan,Fountain Valley,CA,USA,1976-11-30,R,R,217.0,74.0,2001-04-22
18290,Dan,Wilson,Daniel Allen,Arlington Heights,IL,USA,1969-03-25,R,R,190.0,75.0,1992-09-07
18291,Desi,Wilson,Desi Bernard,Glen Cove,NY,USA,1969-05-09,L,L,230.0,79.0,1996-08-07
18292,Don,Wilson,Donald Edward,Monroe,LA,USA,1945-02-12,R,R,195.0,74.0,1966-09-29
18293,Duane,Wilson,Duane Lewis,Wichita,KS,USA,1934-06-29,L,L,185.0,73.0,1958-07-03
18294,Earl,Wilson,Earl Lawrence,Ponchatoula,LA,USA,1934-10-02,R,R,216.0,75.0,1959-07-28
18295,Eddie,Wilson,Edward Francis,Hamden,CT,USA,1909-09-07,L,L,165.0,71.0,1936-06-21
18296,Enrique,Wilson,Enrique,Santo Domingo,Distrito Nacional,D.R.,1973-07-27,B,R,160.0,71.0,1997-09-24
18297,Fin,Wilson,Finis Elbert,East Fork,KY,USA,1888-12-09,L,L,194.0,73.0,1914-09-26
18298,Frank,Wilson,Francis Edward,Malden,MA,USA,1901-04-20,L,R,185.0,72.0,1924-06-20
18299,Gary,Wilson,James Garrett,Baltimore,MD,USA,1879-01-12,R,R,168.0,67.0,1902-09-27
18300,Gary,Wilson,Gary Steven,Camden,AR,USA,1954-11-21,R,R,185.0,74.0,1979-04-13
18301,Gary,Wilson,Gary Morris,Arcata,CA,USA,1970-01-01,R,R,190.0,75.0,1995-04-28
18302,George,Wilson,George Washington,Cherryville,NC,USA,1924-08-31,L,R,185.0,73.0,1952-04-15
18303,Glenn,Wilson,Glenn Dwight,Baytown,TX,USA,1958-12-22,R,R,190.0,73.0,1982-04-15
18304,Grady,Wilson,Grady Herbert,Columbus,GA,USA,1922-11-23,R,R,170.0,72.0,1948-05-15
18305,Hack,Wilson,Lewis Robert,Ellwood City,PA,USA,1900-04-26,R,R,190.0,66.0,1923-09-29
18306,Harry,Wilson,Harry Clayton,Baltimore,MD,USA,1876-01-01,,,,68.0,1898-10-12
18307,Highball,Wilson,Howard Paul,Philadelphia,PA,USA,1878-08-09,,R,164.0,69.0,1899-09-13
18308,Icehouse,Wilson,George Peacock,Maricopa,CA,USA,1912-09-14,R,R,186.0,72.0,1934-05-31
18309,Jack,Wilson,John Francis,Portland,OR,USA,1912-04-12,R,R,210.0,71.0,1934-09-09
18310,Jack,Wilson,Jack Eugene,Westlake Village,CA,USA,1977-12-29,R,R,200.0,72.0,2001-04-03
18311,Jimmie,Wilson,James,Philadelphia,PA,USA,1900-07-23,R,R,200.0,73.0,1923-04-17
18312,Jim,Wilson,James Alger,San Diego,CA,USA,1922-02-20,R,R,200.0,73.0,1945-04-18
18313,Jim,Wilson,James George,Corvallis,OR,USA,1960-12-29,R,R,230.0,75.0,1985-09-13
18314,John,Wilson,John Nicodemus,Boonsboro,MD,USA,1890-06-15,R,L,185.0,73.0,1913-06-11
18315,John,Wilson,John Samuel,Coal City,AL,USA,1903-04-25,R,R,164.0,74.0,1927-05-09
18316,Josh,Wilson,Joshua Aaron,Pittsburgh,PA,USA,1981-03-26,R,R,175.0,72.0,2005-09-07
18317,Justin,Wilson,Justin James,Anaheim,CA,USA,1987-08-18,L,L,205.0,74.0,2012-08-20
18318,Kris,Wilson,Kristopher Kyle,Washington,DC,USA,1976-08-06,R,R,220.0,76.0,2000-07-28
18319,Les,Wilson,Lester Wilbur,St. Louis,MI,USA,1885-07-17,L,R,170.0,71.0,1911-07-15
18320,Max,Wilson,Max,Haw River,NC,USA,1916-06-03,L,L,160.0,67.0,1940-09-06
18321,Mike,Wilson,Samuel Marshall,Edge Hill,PA,USA,1896-12-02,R,R,160.0,70.0,1921-06-04
18322,Mike,Wilson,Michael LaDon,Tulsa,OK,USA,1983-06-29,R,R,245.0,74.0,2011-05-10
18323,Mookie,Wilson,William Hayward,Bamberg,SC,USA,1956-02-09,B,R,170.0,70.0,1980-09-02
18324,Mutt,Wilson,William Clarence,Keyser,NC,USA,1896-07-20,R,R,167.0,75.0,1920-09-11
18325,Neil,Wilson,Samuel O'Neil,Lexington,TN,USA,1935-06-14,L,R,175.0,73.0,1960-04-17
18326,Nigel,Wilson,Nigel Edward,Oshawa,ON,CAN,1970-01-12,L,L,185.0,73.0,1993-09-08
18327,Parke,Wilson,Parke Asel,Keithsburg,IL,USA,1867-10-26,R,R,166.0,71.0,1893-07-19
18328,Paul,Wilson,Paul Anthony,Orlando,FL,USA,1973-03-28,R,R,235.0,77.0,1996-04-04
18329,Pete,Wilson,Alec Peter,Springfield,MA,USA,1884-10-09,,L,,,1908-09-15
18330,Preston,Wilson,Preston James Richard,Bamberg,SC,USA,1974-07-19,R,R,193.0,74.0,1998-05-07
18331,Red,Wilson,Robert James,Milwaukee,WI,USA,1929-03-07,R,R,200.0,72.0,1951-09-22
18332,Roy,Wilson,Roy Edward,Foster,IA,USA,1896-09-13,L,L,175.0,72.0,1928-04-18
18333,Squanto,Wilson,George Francis,Old Town,ME,USA,1889-03-29,B,R,170.0,69.0,1911-10-02
18334,Steve,Wilson,Stephen Douglas,Victoria,BC,CAN,1964-12-13,L,L,205.0,76.0,1988-09-16
18335,Tack,Wilson,Michael,Shreveport,LA,USA,1956-05-16,R,R,185.0,70.0,1983-04-09
18336,Tex,Wilson,Gomer Russell,Trenton,TX,USA,1901-07-08,R,L,170.0,70.0,1924-09-02
18337,Tom,Wilson,Thomas G.,Fleming,KS,USA,1890-06-03,B,R,160.0,73.0,1914-09-08
18338,Tom,Wilson,Thomas Leroy,Fullerton,CA,USA,1970-12-19,R,R,220.0,75.0,2001-05-19
18339,Trevor,Wilson,Trevor Kirk,Torrance,CA,USA,1966-06-07,L,L,190.0,72.0,1988-09-05
18340,Tug,Wilson,George Archer,Brooklyn,NY,USA,,,,175.0,68.0,1884-05-09
18341,Tyler,Wilson,Philip Tyler,Lynchburg,VA,USA,1989-09-25,R,R,185.0,74.0,2015-05-20
18342,Vance,Wilson,Vance Allen,Mesa,AZ,USA,1973-03-17,R,R,190.0,71.0,1999-04-24
18343,Walter,Wilson,Walter Wood,Glenn,GA,USA,1913-11-24,L,R,190.0,76.0,1945-04-17
18344,Willy,Wilson,William,Columbus,OH,USA,1885-01-07,R,R,,,1906-10-03
18345,Willie,Wilson,Willie James,Montgomery,AL,USA,1955-07-09,B,R,190.0,75.0,1976-09-04
18346,Zeke,Wilson,Frank Ealton,Benton,AL,USA,1869-12-24,R,R,165.0,70.0,1895-04-23
18347,Hal,Wiltse,Harold James,Clay City,IL,USA,1903-08-06,L,L,168.0,69.0,1926-04-13
18348,Hooks,Wiltse,George Leroy,Hamilton,NY,USA,1879-09-07,R,L,185.0,72.0,1904-04-21
18349,Snake,Wiltse,Lewis DeWitt,Bouckville,NY,USA,1871-12-05,R,L,,,1901-05-05
18350,Ed,Winceniak,Edward Joseph,Chicago,IL,USA,1929-04-16,R,R,165.0,69.0,1956-04-25
18351,Fred,Winchell,Frederick Russell,Arlington,MA,USA,1882-01-23,,R,,68.0,1909-09-16
18352,Scott,Winchester,Scott Joseph,Midland,MI,USA,1973-04-20,R,R,210.0,74.0,1997-09-08
18353,Gordie,Windhorn,Gordon Ray,Watseka,IL,USA,1933-12-19,R,R,185.0,73.0,1959-09-10
18354,Bill,Windle,Willis Brewer,Galena,KS,USA,1904-12-13,L,L,170.0,71.0,1928-09-27
18355,Jason,Windsor,Jason David,San Bernardino,CA,USA,1982-07-16,R,R,233.0,74.0,2006-07-17
18356,Ed,Wineapple,Edward,Boston,MA,USA,1905-08-10,L,L,210.0,72.0,1929-09-15
18357,Bobby,Wine,Robert Paul,New York,NY,USA,1938-09-17,R,R,187.0,73.0,1960-09-20
18358,Ralph,Winegarner,Ralph Lee,Benton,KS,USA,1909-10-29,R,R,182.0,72.0,1930-09-20
18359,Robbie,Wine,Robert Paul,Norristown,PA,USA,1962-07-13,R,R,190.0,74.0,1986-09-02
18360,Dave,Winfield,David Mark,St. Paul,MN,USA,1951-10-03,R,R,220.0,78.0,1973-06-19
18361,Jim,Winford,James Head,Shelbyville,TN,USA,1909-10-09,R,R,180.0,73.0,1932-09-10
18362,Ernie,Wingard,Ernest James,Prattville,AL,USA,1900-10-17,L,L,176.0,74.0,1924-05-01
18363,Ted,Wingfield,Frederick Davis,Bedford,VA,USA,1899-08-07,R,R,168.0,71.0,1923-09-23
18364,Al,Wingo,Absalom Holbrook,Norcross,GA,USA,1898-05-06,L,R,180.0,71.0,1919-09-09
18365,Ed,Wingo,Edmund Armand,Ste. Anne de Bellevue,QC,CAN,1895-10-08,R,R,145.0,66.0,1920-10-02
18366,Ivey,Wingo,Ivey Brown,Gainesville,GA,USA,1890-07-08,L,R,160.0,70.0,1911-04-20
18367,Lave,Winham,Lafayette Sharkey,Brooklyn,NY,USA,1881-10-23,L,L,200.0,71.0,1902-04-21
18368,George,Winkelman,George Edward,Washington,DC,USA,1865-02-18,L,L,140.0,69.0,1886-08-02
18369,Joe,Winkelsas,Joseph,Buffalo,NY,USA,1973-09-14,R,R,188.0,75.0,1999-04-10
18370,Bobby,Winkles,Bobby Brooks,Tuckerman,AR,USA,1930-03-11,R,R,168.0,69.0,
18371,Daniel,Winkler,Daniel Allen,Effingham,IL,USA,1990-02-02,R,R,200.0,75.0,2015-09-21
18372,George,Winkleman,George W.,,OH,USA,,,,,,1883-08-04
18373,George,Winn,George Benjamin,Perry,GA,USA,1897-10-26,L,L,170.0,71.0,1919-04-29
18374,Herm,Winningham,Herman Son,Orangeburg,SC,USA,1961-12-01,L,R,185.0,71.0,1984-09-01
18375,Jim,Winn,James Francis,Stockton,CA,USA,1959-09-23,R,R,210.0,75.0,1983-04-10
18376,Randy,Winn,Dwight Randolph,Los Angeles,CA,USA,1974-06-09,B,R,175.0,74.0,1998-05-11
18377,Tom,Winsett,John Thomas,McKenzie,TN,USA,1909-11-24,L,R,190.0,74.0,1930-04-20
18378,Darrin,Winston,Darrin Alexander,Passaic,NJ,USA,1966-07-06,R,L,195.0,72.0,1997-09-10
18379,Hank,Winston,Henry Rudolph,Youngsville,NC,USA,1904-06-15,L,R,226.0,75.0,1933-09-30
18380,Clarence,Winters,Clarence John,Detroit,MI,USA,1899-09-07,,R,,,1924-08-28
18381,George,Winter,George Lovington,New Providence,PA,USA,1878-04-27,R,R,155.0,68.0,1901-06-15
18382,Jesse,Winters,Jesse Frank,Stephenville,TX,USA,1893-12-22,R,R,165.0,73.0,1919-05-03
18383,Matt,Winters,Matthew Littleton,Buffalo,NY,USA,1960-03-18,L,R,215.0,75.0,1989-05-30
18384,Alan,Wirth,Alan Lee,Mesa,AZ,USA,1956-12-08,R,R,190.0,76.0,1978-04-09
18385,Kettle,Wirts,Elwood Vernon,Cosumnes,CA,USA,1897-10-30,R,R,170.0,71.0,1921-07-20
18386,Archie,Wise,Archibald Edwin,Waxahachie,TX,USA,1912-07-31,R,R,165.0,72.0,1932-07-24
18387,Bill,Wise,William E.,Washington,DC,USA,1861-03-15,,,142.0,67.0,1882-05-02
18388,Casey,Wise,Kendall Cole,Lafayette,IN,USA,1932-09-08,B,R,170.0,72.0,1957-04-16
18389,Dewayne,Wise,Larry Dewayne,Columbia,SC,USA,1978-02-24,L,L,200.0,72.0,2000-04-06
18390,Hughie,Wise,Hugh Edward,Campbellsville,KY,USA,1906-03-09,B,R,178.0,72.0,1930-09-26
18391,Matt,Wise,Matthew John,Montclair,CA,USA,1975-11-18,R,R,190.0,76.0,2000-08-02
18392,Nick,Wise,Nicholas Joseph,Boston,MA,USA,1866-06-15,R,R,194.0,71.0,1888-06-20
18393,Rick,Wise,Richard Charles,Jackson,MI,USA,1945-09-13,R,R,180.0,73.0,1964-04-18
18394,Roy,Wise,Roy Ogden,Springfield,IL,USA,1923-11-18,B,R,170.0,74.0,1944-05-12
18395,Sam,Wise,Samuel Washington,Akron,OH,USA,1857-08-18,L,R,170.0,70.0,1881-07-30
18396,Matt,Wisler,Matthew Robert,Bryan,OH,USA,1992-09-12,R,R,195.0,75.0,2015-06-19
18397,Jack,Wisner,John Henry,Grand Rapids,MI,USA,1899-11-05,R,R,195.0,75.0,1919-09-12
18398,Phil,Wisner,Philip N.,Washington,DC,USA,,,R,,,1895-08-30
18399,Dave,Wissman,David Alvin,Greenfield,MA,USA,1941-02-17,L,R,178.0,74.0,1964-09-15
18400,Tex,Wisterzil,George John,Detroit,MI,USA,1888-03-07,R,R,150.0,69.0,1914-04-14
18401,Whitey,Wistert,Francis Michael,Chicago,IL,USA,1912-02-20,R,R,210.0,76.0,1934-09-11
18402,Jay,Witasick,Gerald Alphonse,Baltimore,MD,USA,1972-08-28,R,R,205.0,76.0,1996-07-07
18403,Mickey,Witek,Nicholas Joseph,Luzerne,PA,USA,1915-12-19,R,R,170.0,70.0,1940-04-16
18404,Charles,Witherow,Charles Lafayette,Washington,DC,USA,,,,,,1875-07-01
18405,Roy,Witherup,Foster Leroy,North Washington,PA,USA,1886-07-26,R,R,185.0,72.0,1906-05-14
18406,Shannon,Withem,Shannon Bolt,Ann Arbor,MI,USA,1972-09-21,R,R,185.0,75.0,1998-09-18
18407,Chris,Withrow,Christopher Michael,Austin,TX,USA,1989-04-01,R,R,240.0,75.0,2013-06-12
18408,Corky,Withrow,Raymond Wallace,High Coal,WV,USA,1937-11-28,R,R,197.0,75.0,1963-09-06
18409,Frank,Withrow,Frank Blaine,Greenwood,MO,USA,1891-06-14,R,R,187.0,71.0,1920-04-15
18410,Ron,Witmeyer,Ronald Herman,West Islip,NY,USA,1967-06-28,L,L,215.0,75.0,1991-08-25
18411,Bobby,Witt,Robert Andrew,Arlington,VA,USA,1964-05-11,R,R,190.0,74.0,1986-04-10
18412,Jerry,Witte,Jerome Charles,St. Louis,MO,USA,1915-07-30,R,R,190.0,73.0,1946-09-10
18413,Red,Witt,George Adrian,Long Beach,CA,USA,1931-11-09,R,R,185.0,75.0,1957-09-21
18414,Johnnie,Wittig,John Carl,Baltimore,MD,USA,1914-06-16,R,R,180.0,72.0,1938-08-04
18415,Kevin,Witt,Kevin Joseph,High Point,NC,USA,1976-01-05,L,R,195.0,76.0,1998-09-15
18416,Mike,Witt,Michael Atwater,Fullerton,CA,USA,1960-07-20,R,R,185.0,79.0,1981-04-11
18417,Whitey,Witt,Lawton Walter,Orange,MA,USA,1895-09-28,L,R,150.0,67.0,1916-04-12
18418,John,Wockenfuss,Johnny Bilton,Welch,WV,USA,1949-02-27,R,R,190.0,72.0,1974-08-11
18419,Andy,Woehr,Andrew Emil,Fort Wayne,IN,USA,1896-02-04,R,R,165.0,71.0,1923-09-15
18420,Joe,Woerlin,Joseph,Trenheim,,France,1864-10-09,,,,,1895-07-21
18421,Mark,Wohlers,Mark Edward,Holyoke,MA,USA,1970-01-23,R,R,207.0,76.0,1991-08-17
18422,Jim,Wohlford,James Eugene,Visalia,CA,USA,1951-02-28,R,R,175.0,71.0,1972-09-01
18423,Asher,Wojciechowski,Randall Asher,Hardeeville,SC,USA,1988-12-21,R,R,235.0,76.0,2015-04-09
18424,John,Wojcik,John Joseph,Olean,NY,USA,1942-04-06,L,R,175.0,72.0,1962-09-09
18425,Steve,Wojciechowski,Steven Joseph,Blue Island,IL,USA,1970-07-29,L,L,185.0,74.0,1995-07-18
18426,Pete,Wojey,Peter Paul,Stowe,PA,USA,1919-12-01,R,R,185.0,71.0,1954-07-02
18427,Ed,Wojna,Edward David,Bridgeport,CT,USA,1960-08-20,R,R,185.0,73.0,1985-06-16
18428,Bob,Wolcott,Robert William,Huntington Beach,CA,USA,1973-09-08,R,R,190.0,72.0,1995-08-18
18429,Barney,Wolfe,Wilbert Otto,Independence,PA,USA,1876-06-10,R,R,,73.0,1903-04-24
18430,Bill,Wolff,William Franklyn,Tremont,PA,USA,1876-01-14,,,,69.0,1902-09-10
18431,Brian,Wolfe,Brian Thomas,Fullerton,CA,USA,1980-11-29,R,R,230.0,74.0,2007-05-30
18432,Chuck,Wolfe,Charles Hunt,Wolfsburg,PA,USA,1897-02-15,L,R,175.0,67.0,1923-08-02
18433,Ed,Wolfe,Edward Anthony,Los Angeles,CA,USA,1929-01-02,R,R,185.0,75.0,1952-04-19
18434,Harry,Wolfe,Harold,Cleveland,OH,USA,1892-11-24,R,R,160.0,68.0,1917-04-15
18435,Larry,Wolfe,Laurence Marcy,Melbourne,FL,USA,1953-03-02,R,R,170.0,71.0,1977-09-16
18436,Polly,Wolfe,Roy Chamberlain,Knoxville,IL,USA,1888-09-01,L,R,170.0,70.0,1912-09-22
18437,Ernie,Wolf,Ernest Adolf,Newark,NJ,USA,1889-02-02,R,R,174.0,71.0,1912-09-10
18438,Roger,Wolff,Roger Francis,Evansville,IL,USA,1911-04-10,R,R,208.0,72.0,1941-09-20
18439,Mellie,Wolfgang,Meldon John,Albany,NY,USA,1890-03-20,R,R,160.0,69.0,1914-04-18
18440,Chicken,Wolf,William Van Winkle,Louisville,KY,USA,1862-05-12,R,R,190.0,69.0,1882-05-02
18441,Lefty,Wolf,Walter Francis,Hartford,CT,USA,1900-06-10,R,L,163.0,70.0,1921-07-04
18442,Ray,Wolf,Raymond Bernard,Chicago,IL,USA,1904-07-15,R,R,175.0,71.0,1927-07-27
18443,Randy,Wolf,Randall Christopher,Canoga Park,CA,USA,1976-08-22,L,L,205.0,72.0,1999-06-11
18444,Ross,Wolf,Ross Garrett,Effingham,IL,USA,1982-10-18,R,R,190.0,72.0,2007-08-10
18445,Wally,Wolf,Walter Beck,South Gate,CA,USA,1942-01-05,R,R,191.0,72.0,1969-09-27
18446,Abe,Wolstenholme,Abraham Lincoln,Philadelphia,PA,USA,1861-03-04,,,,,1883-06-04
18447,Harry,Wolter,Harry Meiggs,Monterey,CA,USA,1884-07-11,L,R,175.0,70.0,1907-05-14
18448,Rynie,Wolters,Reinder Albertus,Schantz,,Netherlands,1842-03-17,,R,165.0,72.0,1871-05-18
18449,Harry,Wolverton,Harry Sterling,Mount Vernon,OH,USA,1873-12-06,B,R,205.0,71.0,1898-09-25
18450,Dooley,Womack,Horace Guy,Columbia,SC,USA,1939-08-25,L,R,170.0,72.0,1966-04-14
18451,Sid,Womack,Sidney Kirk,Greensburg,LA,USA,1896-10-02,R,R,200.0,71.0,1926-08-15
18452,Tony,Womack,Anthony Darrell,Danville,VA,USA,1969-09-25,L,R,160.0,69.0,1993-09-10
18453,Kolten,Wong,Kolten Kaha,Hilo,HI,USA,1990-10-10,L,R,185.0,69.0,2013-08-16
18454,,Wood,,,,,,,,,,1874-09-30
18455,Brad,Woodall,David Bradley,Atlanta,GA,USA,1969-06-25,B,L,175.0,72.0,1994-07-22
18456,Darrell,Woodard,Darrell Lee,Wilma,AR,USA,1956-12-10,R,R,160.0,71.0,1978-08-06
18457,Alex,Wood,Robert Alexander,Charlotte,NC,USA,1991-01-12,R,L,215.0,76.0,2013-05-30
18458,Larry,Woodall,Charles Lawrence,Staunton,VA,USA,1894-07-26,R,R,165.0,69.0,1920-05-20
18459,Mike,Woodard,Michael Cary,Melrose Park,IL,USA,1960-03-02,L,R,155.0,69.0,1985-09-11
18460,Steve,Woodard,Steven Larry,Hartselle,AL,USA,1975-05-15,L,R,225.0,76.0,1997-07-28
18461,Gene,Woodburn,Eugene Stewart,Bellaire,OH,USA,1886-08-20,R,R,175.0,72.0,1911-07-27
18462,Blake,Wood,Blake Daniel,Atlanta,GA,USA,1985-08-08,R,R,240.0,77.0,2010-05-12
18463,Bob,Wood,Robert Lynn,Thorn Hill,OH,USA,1865-07-28,R,R,153.0,68.0,1898-05-02
18464,Brandon,Wood,Richard Brandon,Austin,TX,USA,1985-03-02,R,R,205.0,75.0,2007-04-26
18465,Fred,Woodcock,Fred Wayland,Winchendon,MA,USA,1868-05-17,L,L,190.0,74.0,1892-05-17
18466,Doc,Wood,Charles Spencer,Batesville,MS,USA,1900-02-28,R,R,150.0,70.0,1923-07-21
18467,George,Woodend,George Anthony,Hartford,CT,USA,1917-12-09,R,R,200.0,72.0,1944-04-22
18468,Hal,Woodeshick,Harold Joseph,Wilkes-Barre,PA,USA,1932-08-24,R,L,200.0,75.0,1956-09-14
18469,Fred,Wood,Frederick Llewellyn,Dundas,ON,CAN,1865-07-21,R,,150.0,65.0,1884-05-14
18470,George,Wood,George Albert,Pownal,PE,CAN,1858-11-09,L,R,175.0,70.0,1880-05-01
18471,Harry,Wood,Harold Austin,Waterville,ME,USA,1885-02-10,L,R,155.0,70.0,1903-04-19
18472,Red,Woodhead,James,Chelsea,MA,USA,1851-07-09,,,160.0,66.0,1873-04-15
18473,Jake,Wood,Jacob,Elizabeth,NJ,USA,1937-06-22,R,R,163.0,73.0,1961-04-11
18474,Jason,Wood,Jason William,San Bernardino,CA,USA,1969-12-16,R,R,200.0,74.0,1998-04-01
18475,Jimmy,Wood,James Leon,Brooklyn,NY,USA,1843-12-01,,R,150.0,68.0,1871-05-08
18476,John,Wood,John B.,Harrisburg,PA,USA,1872-05-14,,,142.0,67.0,1896-05-09
18477,Smoky Joe,Wood,Joe,Kansas City,MO,USA,1889-10-25,R,R,180.0,71.0,1908-08-24
18478,Joe,Wood,Joseph Perry,Houston,TX,USA,1919-10-03,R,R,160.0,69.0,1943-05-02
18479,Joe,Wood,Joe Frank,Shohola,PA,USA,1916-05-20,R,R,190.0,72.0,1944-05-01
18480,Ken,Wood,Kenneth Lanier,Lincolnton,NC,USA,1924-07-01,R,R,200.0,72.0,1948-04-28
18481,Kerry,Wood,Kerry Lee,Irving,TX,USA,1977-06-16,R,R,210.0,77.0,1998-04-12
18482,Gene,Woodling,Eugene Richard,Akron,OH,USA,1922-08-16,L,R,195.0,69.0,1943-09-23
18483,Dan,Woodman,Daniel Courtenay,Danvers,MA,USA,1893-07-08,R,R,160.0,68.0,1914-07-10
18484,Mike,Wood,Michael Burton,West Palm Beach,FL,USA,1980-04-26,R,R,190.0,75.0,2003-08-21
18485,Pete,Wood,Peter Burke,Dundas,ON,CAN,1867-02-01,R,R,185.0,67.0,1885-07-15
18486,Roy,Wood,Roy Winton,Monticello,AR,USA,1892-08-29,R,R,175.0,72.0,1913-06-16
